Text,lebel
برای کارهای دانشجویی بسیار عالیست و پیشنهاد میکنم  ,1
من بیش از سه ماهه که این لپ تاپ رو دارم  اوایل با مشکل وای فایش رو به رو شدم ولی وقتی سیستم عامل لینوکس رو در کنار ویندوز ریختم دیدم که توی لینوکس آنتن دهی عالیه و فهمیدم مشکل از لپ تاپ نیست  بعد فهمیدم که مشکل از نداشتن درایور وای فای هست  بگذریم  سی پی یو بسیار قدرتمند هست تا جایی که پردازش ها با سرعت انجام میشه  رم هشت گیگابایت که همه میدونن بسیار عالیه   سرعت لپ تاپ واسه کارهای روزمره و برنامه نویسی بسیار بسیار بالاست  در مورد کارت گرافیک باید بگم که با دو کارت گرافیک این لپ تاپ و داشتن درایور مخصوص جفتشون می تونید بتلفیلد 1 رو در حالت low بدون لگ اجرا کنید  البته باید لپ تاپ به شارژ باشه که این مورد به باتری آسیب می رسونه و در دراز مدت این آسیب خودشو نشون می ده  بنابراین این لپ تاپ مناسب کساییه که می خوان در کنار کار روزمره یکمی سرگرمی هم داشته باشن  ,1
من چن روزی هست از این سیستم استفاده میکنم   تاچ کمی آزارت میده   ولی باطری خوبی داره   عملکردهاش هم خیلی جدید و خوبن   به نسبت پولی که پرداخت میکنی میتوان گفت قابل قبول هست   ظاهرش هم نسبت به تصویرهای موجود زیباتر به نظر میرسد    مرسی از دیجی کالا  یه موس و کیف همه اضافش میکردند دیگه حرف نداشت   ,1
عالیه دیجی تورو خدا موجود کن می خوام یکی دیگه بخرم ,1
عالیه لطفا موجود کنید یکی دیگه می خوام بخرم ,1
سلام آقای فرهادی تاچ پدش عالیه اگه ماله شما مشکل داره برنامه درایور خودشو  Synaptics Touch  را دانلود کنید مشکلتون حل می شه باید بگم صفحه نمایشش زاویه دید محدودی داره  ,1
توصیه میکنم حتما بخرید ,1
جنس چینی و سنگین و کند و بی کیفیت ,2
سلام من این لپ تاب رو 875 خریدم که بعدا متوجه شدم واقعا بهتر از این هم با این قیمت میشد خرید گول برندش رو خوردم و بعدا متوجه شدم چینیه  و واقعا پشیمونم از این خرید ,2
سلام دوستان همینطور که قول داده بودم میخام این لپ تاپو براتون نقدش کنم اولا ظاهر بسیار زیبایی داره  سرعتش خوبه نسبت به قیمتش تاچ پدش ضعیفه و در کل به موس نیازه یکی از نقاط ضعفش که واقعا منو اذیت کرد نبود درایور ها تو کارتن بود اثر انگشت هم که برراحتی جذب میکنه و زود پاک نمیشه باید زور بزنین تا پاک شه کلا من از خریدم واقعا راضیم امیدوارم مطالب خوبی اراعه کرده باشم ,1
سلام بر همراهان دیجی کالا من تازه این محصولو سفارش دادم منتظرم بدستم برسه و براتون نقدش کنم امیدوارم ک لپ تاپ خوبی باشه و نا امیدم نکنه از اون جایی که اچ پی مارک معتبر و خوبیه به نظر خودم باید خیلی خوب باشه ,0
لپ تاپ خوبیه  من لپ تاپای زیادی خریدم ولی این لپ تاپ  عالیه نسبت ب قیمتش حتما بخرید پشیمون نمیشین ,1
امروز بدستم رسید  لپ تاپ قشنگیه و اخرین نرم افزار های موجود پشتیبانی میکنه و ویندوز 10   64 بیتی رو به خوبی پشتیبانی میکنه  حدود 4ساعت هم شارژ نگه میداره  فقط موقع نصب ویندوز یه خرده سخت میره توی بایوس تا روی dvd boot تنظیم شه در مجموع لپ تاپ خوبیه دیجی کالا هم دستش درد نکنه که از همه جا ارزون تره ,1
کلا لپتاپ خوبیه اگه بتونید دیسک کارت گرافیکش رو گیر بیارد که بهتر من نتونستم و دنبالشو نگرفتم ولی دو ساله ازش استفاده میکنم خوب بوده ,1
من این لپتاب رو حدودا شش ماهه که خریدم از نظر سخت افزاری هیچ مشکلی نداشتم حتی بازی های سنگین هم حد اقل روی مدیوم و های اجرا میکنه  اگه میخواهید لپتاب با قیمت کم و سخت افزار خوب داشته باشید گزینه مناسبی هست  فقط کیفیت ساختش نسبت به لپتاب هایی که دیدم تقرییبا کمی بالاتر از متوسط است ولی این باعث نمیشه که نخریدش خریدش پیشنهاد میشه بازی های زیر را به خوبی کشد روی های  بتمن آرخام نایت اساسین سیندیکیت پی اس 17 بلک آپس 2 نید فور اسپید رایولز بیشترین گرافیک  مورتال کامبت xl و   ,1
لپ تاب خوبیه در خریدش شک نکنید ما که ایرادی ندیدیم ممنون دیجیکالا ,1
همه چیزش عالیه ,1
تمام نرم افزار های مهندسی عمران رو باز میکنه و سرعت پردازشش عالیه و حتی فایل های اکسل حجم بالایی که چندین ثانیه طول میکشه باز بشن سریع و بی معطلی  باز میکنه فقط صفحه نمایش کیفیتش پایینه و فول نیست در کل پیشنهاد میکنم ,1
من این لپ تاپو برای دوستم سفارش دادم   مال خودمم مارک اچ پی هست و واقعا خیلی خیلی ازش راضی هستم خدا ر و شکر البته مدل مال من از این خیلی بالاتره اما از اونجایی که خدا رو شکر خیلی از لپ تاپ خودم راضی بودم تصمیم گرفتم تو این رنج قیمت برند خوب اچ پی رو انتخاب کنم ضعفاش هموناییه که نوشتم که البته مشکل صفه کلید با خرید استیکر مخصوص صفه کلید به راحتی قابل حله الانم دارم با همین لپ تاپ این نظر رو مینویسم و در آخر خیلی خیلی ممنونم از دیجی کالای عزیز بخاطر خدمات خوبش و سرعت عملش تو ارسال خرید اولین بارم بود ازش خرید میکردم ولی واقعا از حالا به بعد مشتریه ثابتشم راستی ویندوز مناسب برای این لپ تاپ همونطور که تو نقد و بررسی نوشته شده ویندوز ده هست روش نصب کردم و الحمدالله بی هیچ مشکلی داره کار میکنه  ,1
امروز بدستم رسید  اول اینکه دیزاینش از چیزی که توی عکسها هست بهتره و نقطه های روی بدنه و رنگ خاکستری اطراف مانیتور اصلن به چشم نمیاد  لپ تاپ خوبیه اما تاچ پدش میتونست بهتره باشه  زیاد عملکرد دقیقی نداره تاچش  در کل بگم نسبت به قیمتش عالیه و توی این رنج قیمت خیلی عالیه  طراحی و سخت افزار خوب  ,0
همه چیش عالیه من یه ساله دارم ازش استفاده میکنم  مثل روز اولش داره کار میکنه ,1
یه لپ تاپ خیلی ساده و مقرون به صرفه ,1
یه لپ تاپ خوبه ولی وای فای فوق العاده ضعیفیه ,1
اول خیلی سخت بود انتخاب یه لپ تاپ خوب با مشورت دوستانم این مارک و این مدل رو انتخاب کردم که کاملا ازش راضی هستم  سرعتش خوبه  واقعا زیباست و بسیاری از نقاط قوت دیگه البته این آخرین دونش بود که خریدم بعد از خرید من  ناموجود شد  امیدوارم باز هم دیجی کالا موجودش کنه که بقیه دوستا بتونن تهیه کنن البته رنگ های دیگه شو چون آبی فیروزه ایش مال منه  ,1
اولین چیزی که نظر شما رو جلب میکنه  اگه هم سلیقه من باشین  جنس بدنه مشکی مات و بدون زرق و برق بیهوده معمول لپ تاپ هاست که از دید من نتنها از نقاط منفی بلکه کاملا مثبت حساب میشه  سطح زمینه صفحه کلید بافت نقره ای دلنشینی داره و برند B O که یه برند اروپایی بنام اما کم صدا نزد ما  در صنعت صدا فعالیت میکنه تنوع جالبیه چون همه ما همیشه به Beat پر طمطراق چشممون روشن میشد اما این بار حداقل من با داشتن یه برند متفاوت احساس خاص بودن میکنم  روشن شدن لپ تاپ سریع و رنگ و لعاب تصویرش به همراه صفحه نمایش Fhd شما رو متقاعد میکنه که اشتباه نکردین و وقتی بعد از چندبار آزمایش انواع نرم افزارهای 0بعدی و 2بعدی مطمئن میشین که پولتون رو دور نریختین تازه نوبت شیطنت با بازی های هم نسل کنسول ها میرسه که اونجا کمی شما رو ناامید میکنه ولی نگران نباشین چون Nvidia براتون بازی ها رو تا حد امکان جوری تنظیم میکنه که نه سیخ بسوزه و نه کباب  اما کماکان خیلی روی گیمینگ این لپ تاپ حساب باز نکنین  وقتی زمان آپدیت و بروز رسانی و وب گردی میرسه یهو میفهمین که ماژول وای فای شما هیچ آنتی رو نمیگیره که هیچ درکل شمارو هم نمیشناسه این جا واقعا بخش ضایع این لپ تاپه شرمنده تونم باید یک وای فای آداپتور مثل من گردن شکسته تهیه کنید بزنید به یکی از یو اس بی ها یا اینکه در مدت گارانتی بدید بچه ها ببرنش رو چال و درستش کنن  اما گویا در بعضی موارد صرفاً با بروز رسانی درایور وای فای سر و ته قضیه هم آمده و شخص خوشبخت از خطر جسته  صدای فن GPU سر به فلک خواهد زد ولی اگه مثل من غرق در کار یا بازی باشید اصلا نمیشنوین که هیچ تازه وقتی هم میشنوین خوشحال میشین که داخل دستگاه حداقل چیزی درحال ذوب شدن نیست و صدالبته این سرعت فن گویا     به عمد وجود داده و از bios دستگاه قابل تغییره که البته پیشنهاد نمیکنم  وقتی کار و بازی تمام شد وقتی در لپ تاپ رو میخواین ببندین تازه اون موقع بدنه ظریف و نحیف و ارزون ساختش تو ذوقتون میزنه ولی چون قبلا سخت افزار دلتون رو برده خیلی بهش توجه نمیکنین و لبخند میزنین و به کیف لپ تاپ خوشگلی که براش خواهید گرفت میاندیشین والا  حقیقتا با این هزینه بهتر از این دستگاه سخته  میگم سخته ناممکن نیست  چیزی پیدا کرد خلاصه قیافه بازار پسندی نداره  از اونا که نصفش مثه فراریه نصفش مثه پورش  اما قلب تپنده ای داره چون شیر نر  کار شما زمین نمیمونه  خلاص  حدود 4 یا 5 ماهه که دارمش و برای طراحی گرافیک و البته بازی های سبک کاملا مناسبه  ,1
این دومین تجربه من از خرید لپ تاپ اچ پی بود که واقعا فوق العاده راضیم به نسبت بقیه برند ها و قیمت این محصول ارزش خرید بالایی داره تمام درایورها رو از سایت اچ چی بگیرید  اجرای بازی pes16  با کیفیت بالا و نرم افزارهای سنگین مشکلی نداره ,1
من خودم  یه دانشجوی معماری هستم   از انواع نرم افزارهای سنگین گرافیکی و طراحی روی این لپ تاپ استفاده میکنم و تا الان که دقیقا یک ساله دارمش به مشکلی برنخوردم  ,0
در کل دستگاه خوبیه ولی چندتا عیب داره که تو نقاط ضعف هم بهش اشاره کردم  یکی اینکه تاچ پد با بدنه هم سطحه و بعضی وقتا در حین کار کردن ممکنه دست از پد خارج بشه  دوم اینکه کلید های زیر تاچ پد خیلی سفته مخصوصا در گوشه های بیرونی و این یکم کار رو باهاش سخت می کنه  سوم اینکه گرافیک هاش یعنی هم اینتل و هم AMD تو ویندوز هفت 64 که من امتحان کردم مشکل داشت در حدی که BlueScreen یا از خاموش شدن دستگاه جلوگیری میکرد یا اینکه کارته های گرافیک رو ناقص اجرا میکرد  تنها چیزی که وجودش تو این لپ تاپ برام خیلی جذاب بود وجود یه برجستگی بالای مانیتورش بود که برای باز کردن درب لپ تاپ کار رو راحت تر می کنه ,0
من تو مهر این لپتاب رو از دیجی خریدم و تو این 9 ماه ازش برای فیلم دیدن و اینترنت و بازی و بعضی موقع ها کارهای مهندسی   autocad 2d max   rhino و   استفاده کردم  تاحالا ندیدم کامل کرش کنه و برای بازی کردن هم بدک نیست و بازی های معمولی رو راحت میاره بالا  در کل به نظر من این یک لپتاپ مالتی مدیا عالی هست که باهاش میشه بازی های معمولی رو بازی کرد ولی نمیشه باهاش بازی های جدید جدید رو راحت اورد بالا  ,1
دوسال هست دارمش خیلی خوبه عاشق رنگش شدم ولی از لحاظ کیفیت هم خوبه ,1
مدتی هست داریم و واقعا راضی هستیم ,1
خیلی لپ تاپ خوب و شیکی هستش و از لحاظ سخت افزاری با توجه به قیمتش فوق العاده است  باطریش در کمتر از 4 ساعت تموم میشه و باید بزنی برق  در تاریکی اینا تایپ کردن خیلی سخته چون کیبوردش نور پس زمینه نداره  من احساس میکنم کیبوردش کمی ضعیفه البته در تایپ اینا اصلا باهاش مشکل نداشتم   کیفیت بلندگوهاش هم خوبه چون صفحه نمایشش مات هست   تماشای عکس و فیلم لذت بخش نیست  زاویه دیدش هم محدوده و یه ذره کج میکنی خوب نمیتونی ببینی  فقط از روبرو خوب میبینی  شاید این برا برخی استفاده کننده ها نقطه قوت باشه ,1
سلام وقت بخیر حدود دو ساله از این محصول استفاده میکنم فوق العادس تقریبا از زمانی که در دیجی کالا موجود شد خریدم وتا الان دارم ازش استفاده میکنم ,1
باسلام خدمت دست اندرکاران دیجی کالا این لپتاپ رویه هفته پیش ازدیجی کالاگرفتم تشکرمیکنم واقعابسته بندی شون عالی بودظرف مدت04ساعت بدستم رسیدلپتاپ خوبیه ازنظرظاهری عالی  وتقریباسخت افزاری خوبه درایورهاشوازسایت hpگرفتم براحتی نصب شدcpuکم مصرف وبیصدایی داره جنس بدنشم نسبت به قیمتش خوبه ویندوز8 1نصب کردم براحتی نصب شددرکل لپتاپ خوبیه باتشکرحمیدصالحزهی ,1
سلام خدمت دوستان من سال92 خریدم خدایش ازش راضی هستم من پیشنهاد میکنم که اگه جایی گیرتون اومد حتما بخرید انواع بازی نصب کردم انواع برنامه نصب کردم  100درصد عالی فقط اگه دوباره تولید بشه جالبه ,1
این لپ تاپ یک گزینه بسیار عالی برای کار های اداری و روزمره است  من لرای مدرسه خریدم و برای کارهای متداول مدرسه و کلاس درس کاملا مناسب هست  برای بازی و تدوین و کارهای گرافیکی سنگین قطعا گزینه مناسبی نیست  اگر به قیمتش نگاه بشه  مشخصه که برای چه کاربردی مناسب هست ,1
بسیار عالی  باتوجه به لپ تاپهای موجود در این محدوده قیمت عالیه  کیبورد خیلی خوبی داره  کارکردش برای امور اداری مناسبه  و ظاهر بسیار مناسب و شکیلی داره  من در عرض یک ماه گذشته 5 تا لپ تاپ خریدم که دوتاش همین بود  این مدل در نقایسه با برند و سیستمهای دیگه از سخت افزار محکم و بهتری برخوردار بود  ,1
لب تاب خوبی نیست از روز اولی که من گرفتم خراب بود ویندوز به راحتی روش نصب نمیشه و مشکل سخت افزاری داره ,2
یک هفته میشه که خریدمش میشه گفت خوبه ,1
خیلی خیلی برای من که با cpu core i7 کار کرده بودم کند بود ولی باید در نظر داشته باشید که هر چقدر پول می دید همونقدر هم اش می خورید  ولی اگر می توانید یکم بیشتر خرج کنید حتما یک cpu قویتر بردارید  چون بعدش پشیمون می شید  ,1
از نظر ظاهری جالب نیست  جنس بدنه پایینه  نداشتن دی وی دی رام  نداشتن کیف و موس   در مقایسه با سایر رقبا در این رنج قیمت بخصوص ایسوز   خیلی عقبه    در کل این لپ تاپ در مقایسه با قیمتش اصلا ارزش خرید نداره   ,2
با سلام به دوستان  سعی می کنم نظرمو خیلی خلاصه با توجه به استفاده 8 روزه بیان کنم  در مورد ظاهرش میتونم بگم که واقعا طراحی و ظاهر جذابی داره و مخلوطی از یه لبتاپ مولتی مدیا و گیمینگه   در دید اولیه هیچ اثری از گیمینگ و رنگ های قرمز نیست ولی وقتی دستگاه رو روشن میکنید نور قرمز پس زمینه کیبورد توجه تون جلب میکنه   که در صورت نیاز میشه خاموش و یا روشن کرد  در مورد عملکرد سخت افزاری و نکات مثبتش که حرفی ندارم  عملکردش عالیه و همچنینیدرگاه های لازم و به روز  رو داره حتی یه درگاه شارژر USB2 Charger  هم داره به این معنی که حتی اگر دستگاهتون خاموش هم باشه این درگاه USB2 با استفاده از اتصال دستگاه ساعت هوشمند یا هندزفری بلوتوث  با سیم USB شارژ میکنه که به نظرم خیلی کاربردیه     ولی در مورد نقاط ضعفش بیشتر توضیح میدم  البته باعث نشه نقاط قوت عالیش از یادتون بره  من با علم به همین نقاط قوت و ضعف و قیمتش در نهایت همین آیتم رو خریداری کردم  در مورد نقاط ضعف  کولینگ یکم مشکل داره ودر حالت فول لود با حرارت بیشتری به نسبت رقباش کار میکنه به صورتی که  حرارت در قسمت بالایی کیبورد احساس میشه و همچنین سرعت خوندن هاردش به نسبت رقباش ضعیفتره ولی بدترین قسمتش مربوط به سرعت سخت افزار  خواندن اطلاعات از طریق کارت های حافظه  SD Card دوربین یا گوشی  میشه  و در رده بندی رقبای خودش در انتهای جدوله که به نیاز مشتری بستگی داره  مثلا برای من این جنبه زیاد مهم نبود ولی مورد قبلی مهم بود که با توجه به قیمت خوبش از اونم صرف نظر کردم و در نهایت خریداری کردم که امروز پس از گذشت 8 روز از خریدم بسیار راضی هستم و به دوستان پیشنهاد میکنم  البته قبل از خرید پیشنهاد میکنم همه نظرات و Review ها رو بدقت مطالعه کنید تا خرید دقیق تری داشته باشین  موفق باشید ,1
دیروز به دستم رسید  سیستم اوبونتو روش نصبه خیلی زود شارژ خالی می کنه  کیبرد نور پس زمینه داره  عجیبه که همه سایتها نوشتن نور پس زمینه نداره  نداشتن درایو نوری آزار دهنده ست  در کل بنظرمیاد به قیمتش نمی ارزه  نکته ای که باید بگم اینه که رم 4 گیگ لپتاپ روی برد لحیم شده  اسلات رم خالیه ,0
سلام دوستان  من بعد کلی تحقیقی که کردم   متوجه شدم که cpu به کار رفته داخل این لپ تاپ نسبت به نسل قبل خودش یعنی 7000 خیلی قدرتمنده  59 درصد قویتر  و در ازمایشات 6گانه از i7 7500u نیز بالاتر بوده بجز یک مرحله و cpu نسل8 اینتل با 4 هسته فیزیکی و 8 هسته مجازی منتشز میشوند و این خیلی بهتر نسل قبل است و بنظر من این لپ تاپ را با رم 4 تهیه کنید و در صورت نیاز  با مراجعه به نمایندگی سازگار   اقدام به ارتقاع رم لپ تاپ کنید  فکر نکنم تا چند ماه اول نیازی باشه  درصورت تعویض رم توست نمایندگی سازگار    گارانتی باطل نمیشود ,1
سلام من ای دستگاه و از دیجی کالا خربدم نسبت به تحویل کالا خیلی خیلی راضی ام و از دیجی کالا متشکرم اما درمورد کیفیت کالا که لپ تاب است فعلا چند روزی است خریداری کردم و اشکالی ندیدم امیدوارم که اشکال خاصی نداشته باشه فقط درایور نداشت که اشتباه از خرید و تحقیق خودم بود ولی در کل فعلا راضی هستم ,1
با توجه به قیمت این مدل بهترین گزینه میان لپ تاپ های تو این رنج قیمت هست من چند روزی میشه خریدم و کاملا ازش راضیم به جز نبود دی وی دی که بهش عادت کردم و همچنین موندن اثر انگشت روی بدنه  خیلی زیاد  راضی کننده است   وجود اس اس دی   نور پس زمینه صفحه کلید    پردازنده قدرتمند و همچنین گرافیک قوی از مزایای این لپ تاپ است خلاصه نسبت به قیمتش عالیه ,1
من دو ماهی میشه که این لبتابو گرفتم  لبتاب قبلیم فوجیتسیو بود در رابطه با این لبتاب باید بگم  کارت گرافیکی بسیار عالی داره و سرعت پردازندش هم خیلی خوبه در کل اگر لبتابی  برای کارهای گرافیکی یا بازی میخواهید با توجه به این قیمت   واقعا لبتاب مناسبی هستش فقط تنها موردی که داره اینه که به نظرم خیلی ظریفه و حساس به ضربه   البته من اینو در مقایسه با لبتاب قبلیم که خیلیی محکم بود میگم   شاید واقعا اینظوری نباشه  ,1
این لپ تاپ سخت افزار خیلی قوی داره واز پس هرکاری به راحتی بر میادحتی بازی های بروز البته با تنظیمات گرافیکی پایین  ازنظر قابل حمل بودن هم مشکلی نداره به علت باریک بودنش از نظر امکانات خوب دیگش میشه به باتری خوب داشتن کیبرد فارسی همراه بک لایت اشاره کرد  ازنظرمعایب فقط دو مورد میشه اشاره کرد که اولا کیفیت صفحه نمایش که خیلی متوسط و دوم   قسمت تایپ و استراحت گاه کیبرد که به دلیل فلزی بودن  کثیفی رو جزب میکنه   باصرف نظر از معایب   در صورت اینکه هارد این لپتاپ رو به ssd  تغییر بدین میتونیدیکی از قویترین کانفیگ های موجود روی لب تاپ ها رو تجربه کنید  درصورت متصل بودن لپتاپ به برق  ,1
واقعا لپتاپ خوبیه کیبور فارسی داره با نور پس زمینه بازی pesرو خیلی خوب اجرا میکنه و خیلی سریع ویندوز بالا میاد البته دی وی دی پلیر نداره که میتونین با یه مبلغ کم اکسترنالشو تهیه کنید باریک و زیباست باتریشم خوبه البته باتریشم نمیشه خیلی راحت جداکرد ,1
چند روزه که به دستم رسیده خوشگل و سبک و قابل حملِ برای کاربری عمومی عالیه حافظه و گرافیک و پردازنده مناسبی داره تعداد پورت هاش خوبه ولی تاچ پدش اصلأ کار نمیکنه هنوز به گارانتی سازگار مراجعه نکردم ولی میدونم که توی ایران گارانتی معنی نداره پیشنهاد میدم کالاهای دیجیتال و گرون قیمت رو تا جلوتون همه آپشن هاشو امتحان نکردن نخرید  ,0
فقط بخر عالیه ,1
سرعت بالا اومدن ویندوز نسبت به قطعاتش پایینه ولی از نظر قدرت عالی عمل میکنه ,0
با درود بنده این لپ تاپ 19 فروردین خریدم اما به دلیل مسافرت امروز 21 فروردین تستش کردم نور پس زمینه کیبوردش عالیه کاملا بی صداس سخت افزار بسیار عالی داره نرم افزار تخصصی مثل Autocad   2d max   sketchup   sap   etabs  safe عملکرد عالی دارن سرعت استفاده از اینترنتش عالیه  دو تیکه پلاستیکی نازک هم پشت مانیتور هست که باعث میشه 0 برابر امواج وای فای رو قویتر دریافت کنه  اجرای بازی های زیر با حداکثر تنظیمات و 40 فریم تا 60 فریم  GTA V v1 41   حداکثر تنظیمات و از 52 تا 60 فریم Resident Evil 7 Biohazard v1 02   حداکثر و 60 فریم قفل Alan Wake Limited Edition   حداکثر و 60 فریم قفل Assassin  29 s Creed Origins Deluxe Edition   حداکثر بین 40 تا 59 فریم Batman Arkham Knight Game Of The Year Edition   حداکثر و بین 48 تا 60 فریم Battlefield 1 Deluxe Edition   حداکثر و 60 فریم قفل Call of Duty WW0 Deluxe Edition   حداکثر و 29 تا 60 فریم Dead Rising 2 Apocalypse Edition   حداکثر و 60 فریم قفل Far Cry Primal Apex Edition   حداکثر و بین 27 تا 60 فریم Fifa 18 Icon Edition   حداکثر و 60 فریم قفل WWE 0K18 Deluxe Edition v1 07   حداکثر و بین 56 تا 60 Lords of The Fallen Game of The Year Edition   حداکثر و 60 فریم Need for Speed Payback Deluxe Edition   حداکثر و 60 فریم قفل RAGE Complete Edition   حداکثر و 60 فریم قفل Rise of The Tomb Raider   00 Year Celebration Edition   حداکثر و بین 40 تا 58 فریم Ryse Son of Rome Legendary Edition   حداکثر و 60 فریم قفل The Elder Scrolls V Skyrim Special Edition   حداکثر و 60 قفل Titanfall 0 Deluxe Edition   حداکثر و بین 44 تا 60 فریم تست هر بازی میانگین 0 دقیقه و برخی بازیها مثل gta   farcry دارای بنچمارک داخلی فعلا همین ,1
از لحاظ سرعت و قدرت پردازنده وکارت گرافیک و        خیلی عالیه من دهها نرم افزار طراحی سه بعدی و گرافیکی و برنامه نویسی روش نصب کردم و بدون مشکل داره واسم کار میکنه   مشکل اصلی این مدل کیفیت بد صفحه نمایشه  ولی در کل از خریدم راضی ام  ,1
دوستان یه هفته ای میشه این لپ تاپو خریدم اصلا پیشنهاد نمیکنم شما هم بخریدش به این دلیل که کیفیت ساختش واقعا پایینه ,2
لپ تاپ خوبیه بخرید و ازش لذت ببرین ,1
دوستان من واقعا از خریدم تا این لحظه راضی ام و اگه بودجه تون بیشتر این نیست پیشنهاد میشه بگیرید    و به اون آقا بگم که گفتن نصب ویندوز اش سخته که بگم وقتی بلد نباشید قطع واستون مشکل پیش میاد ولی کسانی که قبلاً تجربه داشتن خیلی نصب اش براشون آسونه که این کلا یه نقطه ضعف نیست یکی بلده چجوری نصب کنه و شاید کسانی هم هستند که هنوز تجربه نصب کردنش ندارند میتونن از نت یا یوتیوب بگردن نحوه نصبش حتما پیدا میشه و در آخر هم ممنون از دیجی کالا ,1
من این دستگاه رو دو روزه خریدم بهتون پیشنهاد میکنم از دستگاه های دیگیری استفاده کنید که حداقل برای استفاده اولیه با چندین چالش مواجه نباشید ,2
سلام دوستان  بنده این لپتاپ رو هفته پیش گرفتم و به نظرم توجه به چند نکته در موردش اهمیت داره  اول اینکه برای ویندوز نصب کردن روی این لپتاپ حتما باید سیستم بوتش عوض بشه  چون لینوکس روش نصب شده و کار نسبتا سختیه روش ویندوز ریختن  نکته دوم اینکه تاچ پد این لپتاپ نسبت به لپتاپ های دیگه مقداری ظریف به نظر میاد به طوریکه من از ترس خراب شدنش از روز اول موس استفاده میکنم  نکته سوم هم اینکه شارژ این لپتاپ در هنگام استفاده نهایتا چهار ساعت هست  در مورد نکات مثبت این لپتاپ هم میشه به کیفیت خوب صفحه نمایش  کیبورد خوش دست و وزن کم اشاره کرد  در مجموع اگر فقط برای کارهای کوچیک مثل استفاده از آفیس و وب گردی نیاز به لپتاپ دارید  انتخاب مناسبی هست  ,1
امروز 4 روزه خریدم ولی هنوز بدستم نرسیده وقتی رسید دربارش نظرم رو میگم  ,0
این لپ تاپ واقعا عالیه در این قیمت  اگر بخواهید یه لپ تاپ با همین مشخصات رو با برند های دیگه بخرید باید خیلی بیشتر هزینه کنید ,1
خیلی لپ تاپ خوبیه  اما اگر بخواید بازی های نسل هشت رو با عملکرد کنسولی و حداکثر کیفیت اجرا کنید  این چیزی نیست که دنبالش میگردید  البته ناگفته نمونه که برای اجرای بازی های نسل هفت با بالاترین کیفیت  عملکرد کاملاً رضایت بخشی داره  همچنین برای استفاده حرفه ای از موتور های سه بعدی و برنامه های سنگین بسیار مناسب و کارآمد هستش  ,1
عالی نسبت به قیمت لپ تاب خوبی است حدود یکماه پیش از دیجی کالا  خریدم و از خریدم راضی هستم  بدنه آن از نظر استحکام خوب است  بعنوان یک لپ تاب میان رده  لپ تاب خوبی است خرید آن را پیشنهاد میکنم ولی در دیجی کالا متاسفانه ناموجود است ,1
من یک سال پیش از دیجیکالا خریدم سخت افزار فوق العاده تو هیچ بازی کم نیاورد الان پر از بازیه لبتاپ من و همش بابالاترین کیفیت اجرا میشه کیفیت صفحه نمایش خوب رو به بالا کیفیت صداا بسیاااااااار عالیییییی کیبورد و تاچ بد بسیار با کیفیت و جنس خیلی خوب و نور پس زمینه خیلی زیبا و عالی رابط های بسیار زیاد و پرکاربرد و عالیییی همین که پورت تایپ سی با قابلیت تاندبورت داره بسه فن هااااا بسیار عالی این که فن جداگانه داره عالییی وزن زیااد که من خیلی زود بهش عادت کردم جنس بدنه پلاستیک با کیفیت اما ضربه پذیر از گوشه ها باتری با کارهایی که من میکنم زیاد جالب نیست تو کوله های 15 اینچی بزرگ به هیج وجه جا نمیشه من 2 تا کوله 15 اینجی دارم که تو قسمت لبتاپ هیچ کدوم جا نشد پیشنهاد من کوله 17 اینچی الکسا البته من از چند نرم افزار سنگین و با بالاترین میزان نور ازش استفاده میکنم اثر انگشت و کثیفی به سرعت روش میمونه البته من دستم مداوم عرق میکنه در کل از خریدم راضی ام من با مکس و رویت و ویری و لومیون بسیار روان کار کردم برای گیم عالیییی برای نرم افزار های پردازشی برید یا این یا برید سراغ ورک استیشن های hp ,1
